,Puesto,Colegio,Calendario,Evaluados,Promedio_Total,Matematica,DE_Matematica,Quimica,DE_Quimica,Fisica,DE_Fisica,Biologia,DE_Biologia,Filosofia,DE_Filosofia,Ingles,DE_Ingles,Lenguaje,DE_Lenguaje,Sociales,DE_Sociales,Municipio,Departamento,Jornada,Oficial
7241,7242,LICEO JOSE FELIX JIMENEZ,F(2),30,42.5,42.8,8.8,44.0,4.7,43.2,8.3,43.9,7.2,39.0,8.9,40.2,5.5,45.0,6.1,41.6,9.6,PASTO,NARIÑO,SABATINA - DOMINICAL,NO
7242,7243,GABRIEL ECHAVARRIA BACHILLERATO DESESCOLARIZADO PARA ADULTOS,A,21,42.5,42.2,11.3,42.1,6.4,43.5,7.6,43.6,9.0,39.1,9.6,40.0,8.1,46.1,5.5,43.2,6.0,MADRID,CUNDINAMARCA,NOCHE,NO
7243,7244,INST. ED. ARTURO GOMEZ JARAMILLO,A,30,42.5,44.0,11.1,45.1,4.1,44.1,4.1,43.9,8.2,38.0,8.5,39.3,4.5,43.6,7.2,41.7,7.4,ALCALA,VALLE,COMPLETA U ORDINARIA,SI
7244,7245,INST. ED. DISTRITAL LA BELLEZA LOS LIBERTADORES,A,37,42.5,42.2,9.7,44.0,4.1,43.1,6.2,43.6,8.2,40.9,8.4,39.7,8.3,44.1,7.7,42.2,6.8,BOGOTÁ D.C.,BOGOTA,TARDE,SI
7245,7246,NACIONAL ANDRES BELLO,A,67,42.5,41.9,8.6,43.4,4.7,43.7,6.5,43.7,8.2,40.1,7.4,40.9,6.8,44.4,6.0,41.6,8.0,BOGOTÁ D.C.,BOGOTA,NOCHE,SI
7246,7247,INST. ED. JOHN F. KENNEDY,A,63,42.5,43.7,9.6,44.4,6.0,42.1,7.0,43.9,6.8,37.8,8.6,41.0,6.7,45.0,6.7,41.8,8.7,PUERTO BOYACA,BOYACA,MAÑANA,SI
7247,7248,PATIO BONITO,A,22,42.5,42.4,11.0,43.8,5.3,44.9,6.8,43.7,9.1,37.5,6.7,38.4,4.8,44.6,6.4,44.4,6.7,LA CELIA,RISARALDA,COMPLETA U ORDINARIA,SI
7248,7249,INST. ED. SAN LUCAS,A,78,42.5,40.7,8.2,45.3,4.0,42.9,7.9,43.4,6.8,38.8,7.6,41.9,6.7,44.3,6.3,42.5,7.8,CARTAGENA,BOLIVAR,TARDE,SI
7249,7250,INST. ED. AIPECITO,A,6,42.5,45.5,2.6,43.0,2.7,41.3,9.9,45.8,8.1,38.5,8.1,38.0,4.0,41.8,7.2,45.7,8.1,NEIVA,HUILA,COMPLETA U ORDINARIA,SI
7250,7251,INST. ED. LA MERMITA,A,14,42.5,44.6,9.6,42.3,3.3,42.9,7.5,43.6,5.7,37.1,6.2,39.8,3.0,44.3,5.2,45.1,7.6,AGUADAS,CALDAS,COMPLETA U ORDINARIA,SI
7251,7252,INST. ED. SANTA INES,A,17,42.5,45.4,7.7,43.1,5.3,44.7,7.4,44.4,7.1,38.7,6.3,41.5,5.5,41.4,3.5,40.6,5.1,VILLAVICENCIO,META,MAÑANA,SI
7252,7253,INST. ED. LA ESCUELA NACIONAL,F(1),23,42.5,44.4,7.1,42.6,4.5,38.4,8.7,43.8,6.7,34.9,6.5,45.4,8.6,47.3,8.8,43.0,7.4,ENVIGADO,ANTIOQUIA,MAÑANA,NO
7253,7254,INST. ACEVEDO Y GOMEZ,A,69,42.5,41.9,9.1,44.4,4.8,42.6,6.5,42.9,6.8,39.0,7.8,41.9,7.0,44.0,6.3,43.0,6.9,PUERTO RICO,CAQUETA,MAÑANA,SI
7254,7255,BAHAI RUHI ARBAB,A,17,42.5,42.9,10.7,43.8,6.0,45.1,5.9,43.2,7.5,35.9,8.6,42.8,3.9,45.8,6.3,40.3,5.6,PUERTO TEJADA,CAUCA,MAÑANA,NO
7255,7256,CENTRO JOHANN KEPLER,F(1),86,42.5,43.7,7.5,43.2,5.9,40.9,7.8,42.9,8.1,37.9,9.5,39.5,7.0,47.6,7.9,44.0,6.4,BOGOTÁ D.C.,BOGOTA,NOCHE,NO
7256,7257,INST. EDUCATIVO ANTONIO MARTINEZ DELGADO,A,32,42.5,44.9,7.5,44.3,4.1,43.9,5.4,44.1,7.4,39.7,7.3,37.7,5.1,42.5,5.3,42.6,5.4,HATO COROZAL,CASANARE,MAÑANA,SI
7257,7258,INST. TECNICO AGROPECUARIO ALVARO MOLINA,A,10,42.5,40.8,8.8,43.8,3.0,44.7,8.8,41.9,7.4,39.2,7.4,40.9,4.1,44.6,4.4,43.7,7.6,CHAPARRAL,TOLIMA,COMPLETA U ORDINARIA,SI
7258,7259,INST. ED. CAÑO BLANCO II,A,10,42.5,46.4,4.9,44.0,4.3,43.0,5.9,40.3,6.0,40.5,6.5,40.3,4.7,42.9,6.3,42.2,8.6,SAN JOSE DEL GUAVIARE,GUAVIARE,MAÑANA,SI
7259,7260,INST. ED. JOSE ANTONIO GALAN,A,45,42.4,42.3,8.3,43.8,4.9,42.6,8.3,42.2,5.7,40.5,9.5,39.2,4.3,45.5,6.7,43.4,8.7,SAN ANTERO,CORDOBA,TARDE,SI
7260,7261,INST. TECNICO COMERCIAL MARMATOS,A,52,42.4,44.5,7.8,43.8,3.9,42.3,7.5,43.1,6.1,38.8,7.9,41.9,5.1,44.2,6.1,40.9,7.7,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
7261,7262,INST. DE CAPACITACION PARA EL TRABAJO,F(2),31,42.4,42.0,8.2,42.8,3.7,43.8,4.9,43.2,6.9,37.8,8.5,41.1,7.2,44.7,6.2,44.3,6.6,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
7262,7263,INSTITUTO AGRICOLA,A,36,42.4,45.1,8.5,44.9,5.0,43.9,6.5,42.4,7.5,37.4,8.8,39.0,5.3,44.7,6.0,42.2,8.3,SANTA SOFIA,BOYACA,COMPLETA U ORDINARIA,SI
7263,7264,INST. ED. DEPARTAMENTAL FRANCISCO JOSE DE CALDAS,A,24,42.4,42.3,8.7,44.1,4.6,42.3,6.9,42.6,7.0,39.8,5.8,41.4,5.1,45.1,6.1,42.0,9.7,PANDI,CUNDINAMARCA,COMPLETA U ORDINARIA,SI
7264,7265,MIXTO PEDRO MORALES PINO,A,21,42.4,43.3,10.1,42.2,6.4,45.0,5.1,42.5,9.1,37.9,6.6,40.8,6.5,45.6,5.7,42.4,6.5,CALI,VALLE,TARDE,NO
7265,7266,INST. ED. DISTRITAL SANTA MARIA,A,62,42.4,42.9,10.3,43.5,4.6,43.0,6.7,42.4,7.6,39.4,8.7,42.0,6.4,45.7,5.0,40.8,8.5,BARRANQUILLA,ATLANTICO,MAÑANA,SI
7266,7267,INST. ED. TECNICA NUESTRA SEÑORA DE FATIMA,A,60,42.4,42.8,10.3,44.1,5.4,42.8,6.5,42.1,7.2,39.8,7.4,41.0,7.4,45.2,6.6,41.9,9.3,ESPINAL,TOLIMA,MAÑANA,SI
7267,7268,INST. ED. HERACLIO MENA PADILLA,A,99,42.4,41.4,9.9,44.2,4.5,43.3,6.0,43.5,6.6,39.5,8.1,40.1,8.2,44.2,6.2,43.4,7.9,APARTADO,ANTIOQUIA,COMPLETA U ORDINARIA,SI
7268,7269,INST. ED. COL. FRANCISCO ARANGO,A,36,42.4,42.9,7.5,43.9,4.0,41.8,8.1,43.4,7.2,39.4,7.0,41.7,6.3,43.5,7.9,43.0,7.3,VILLAVICENCIO,META,MAÑANA,SI
7269,7270,CANDIDO LEGUIZAMO,A,53,42.4,42.9,9.4,44.1,4.9,41.8,8.3,44.1,6.0,39.4,7.8,41.1,6.5,44.3,5.3,41.9,7.1,PUERTO  LEGUIZAMO,PUTUMAYO,MAÑANA,SI
7270,7271,INST. ED. JUAN XXIII,A,50,42.4,41.9,10.1,44.9,5.0,44.9,5.7,43.9,6.6,36.0,10.7,41.0,5.4,44.3,6.8,42.7,8.3,FLORENCIA,CAQUETA,MAÑANA,SI
7271,7272,DE PROFESIONALIZACION TECNOLOGICA,F(2),11,42.4,41.8,8.7,45.4,5.0,39.9,9.7,42.5,6.0,37.6,8.7,42.6,6.3,45.6,4.3,44.2,9.0,BOGOTÁ D.C.,BOGOTA,NOCHE,NO
7272,7273,INST. ED. COL. NUESTRA SEÑORA DEL CARMEN,A,18,42.4,43.6,8.1,43.0,6.4,45.3,4.4,43.6,6.4,36.8,8.5,41.9,5.6,43.2,7.7,42.1,6.3,VILLAVICENCIO,META,COMPLETA U ORDINARIA,NO
7273,7274,INST. ED. SAN MATEO,A,26,42.4,42.8,10.3,46.6,6.4,41.8,7.3,43.5,6.6,41.5,10.5,40.5,5.1,41.5,5.2,41.4,7.5,SAN PEDRO,SUCRE,MAÑANA,SI
7274,7275,INST. ED. CARLOTA SANCHEZ,F(2),24,42.4,40.3,14.1,43.8,4.9,42.5,6.5,44.1,8.3,39.3,8.6,44.8,9.7,45.1,6.5,39.5,8.2,PEREIRA,RISARALDA,NOCHE,SI
7275,7276,UNIDAD DOCENTE FRANCISCO JAVIER CISNEROS,A,23,42.4,43.4,10.6,43.0,4.5,44.8,4.8,43.1,7.1,38.7,10.6,38.0,6.9,46.0,6.2,42.5,6.9,BUENAVENTURA,VALLE,COMPLETA U ORDINARIA,SI
7276,7277,TRIANGULO PALOQUEMAO,F(1),31,42.4,42.9,8.5,42.7,6.0,40.8,8.9,45.0,6.9,36.2,12.3,42.6,13.8,45.7,9.2,43.6,7.3,BOGOTÁ D.C.,BOGOTA,NOCHE,NO
7277,7278,INSTITUCIÓN EDUCATIVA RURAL EL CARMEN,A,8,42.4,42.1,9.8,46.0,3.6,43.8,4.7,43.3,7.8,40.1,5.2,36.6,5.1,44.0,5.1,43.6,9.8,LIBORINA,ANTIOQUIA,MAÑANA,SI
7278,7279,INST. ED. AGRICOLA CAMILO TORRES,A,18,42.4,41.8,10.6,43.5,4.7,42.7,5.6,43.4,7.0,39.8,6.9,38.6,4.4,44.7,6.4,45.0,7.2,PATIA(EL BORDO),CAUCA,COMPLETA U ORDINARIA,SI
7279,7280,INST. ED. DEPARTAMENTAL EL CONSUELO,A,2,42.4,37.0,17.0,43.5,0.7,48.0,0.0,47.5,9.2,34.0,15.6,43.0,9.9,48.0,0.0,38.5,10.6,TENERIFE,MAGDALENA,MAÑANA,SI
7280,7281,NUCLEO ESCOLAR SAN ISIDRO DE CHICHIMENE,A,53,42.4,43.2,8.4,44.3,4.4,44.5,6.1,42.7,7.1,38.1,6.5,41.5,5.9,43.5,5.6,41.7,7.3,ACACIAS,META,COMPLETA U ORDINARIA,SI
7281,7282,INST. ED. ALFONSO LOPEZ PUMAREJO,A,75,42.4,42.2,8.8,43.7,5.5,42.8,6.2,43.2,7.6,37.8,8.3,42.0,9.1,44.2,5.9,43.8,7.8,CARTAGO,VALLE,TARDE,SI
7282,7283,INST. ED. DISTRITAL COMUNITARIA OCTAVIO PAZ,A,57,42.4,42.8,9.1,43.9,6.0,42.9,6.4,44.8,6.7,38.3,8.1,41.9,6.8,44.2,7.3,40.7,7.9,BARRANQUILLA,ATLANTICO,MAÑANA,SI
7283,7284,DE BACHILLERATO SAN PABLO DE POLONUEVO,A,54,42.4,44.3,9.4,43.4,5.2,44.1,6.2,44.2,7.2,36.4,8.1,42.7,5.0,42.9,8.6,41.4,8.3,POLONUEVO,ATLANTICO,MAÑANA,SI
7284,7285,POLITECNICO DE LOS ANDES,F(2),17,42.4,44.4,6.6,39.8,5.7,45.6,6.6,43.1,7.3,37.5,8.8,41.1,7.5,44.7,7.1,43.4,8.2,FUSAGASUGA,CUNDINAMARCA,MAÑANA,NO
7285,7286,INST. ED. RAFAEL URIBE URIBE,A,61,42.4,44.0,9.9,45.3,5.6,44.1,6.2,42.7,6.0,38.2,8.1,40.4,6.7,43.3,6.5,41.5,7.8,PUERTO LOPEZ,META,MAÑANA,SI
7286,7287,INST. ED. ALIANZA PARA EL PROGRESO,A,40,42.4,44.0,10.4,43.9,6.0,43.2,4.8,43.3,6.1,38.6,8.5,40.0,5.5,44.4,6.0,42.2,9.3,PLANETA RICA,CORDOBA,TARDE,SI
7287,7288,DEPARTAMENTAL AGROPECUARIO SAN FRANCISCO DE ASIS,A,33,42.4,42.9,10.6,44.9,5.6,43.4,7.2,42.9,9.4,40.0,7.8,37.3,6.7,44.0,8.3,44.2,8.3,LINARES,NARIÑO,MAÑANA,SI
7288,7289,INST. ED. CAÑAVERAL,A,26,42.4,43.5,7.8,42.9,4.3,44.7,7.2,44.2,6.3,39.4,7.4,39.0,6.1,44.0,5.7,41.7,8.6,VICTORIA,CALDAS,COMPLETA U ORDINARIA,SI
7289,7290,INST. ED. ANTONIO NARIÑO,A,16,42.4,45.0,7.9,44.5,4.9,39.9,8.3,44.3,7.6,39.4,6.5,37.6,4.7,45.7,5.8,43.1,6.8,CASABIANCA,TOLIMA,MAÑANA,SI
7290,7291,OFICIAL MIXTO LLANADAS,A,25,42.4,43.8,10.7,42.2,4.7,44.5,6.3,44.2,6.6,37.7,9.3,42.0,5.1,44.3,7.7,40.8,9.2,MANZANARES,CALDAS,MAÑANA,SI
7291,7292,INST. ED. TECNICA DE PASACABALLOS,A,119,42.4,42.1,9.6,45.1,5.3,43.4,6.4,43.4,7.7,38.4,9.7,40.1,5.5,43.9,6.2,42.9,7.7,CARTAGENA,BOLIVAR,MAÑANA,SI
7292,7293,INST. ED. DE TERNERA,A,62,42.4,43.8,8.5,42.3,5.1,41.7,7.5,42.2,6.7,39.9,7.2,41.2,6.7,45.5,6.2,42.9,7.6,CARTAGENA,BOLIVAR,MAÑANA,SI
7293,7294,NACIONAL MIXTO DE BACHILLERATO CERVELEON PADILLA LASCARRO,A,79,42.4,42.7,8.2,45.0,5.7,41.8,7.3,43.6,7.4,38.7,7.5,40.6,6.2,45.5,4.8,41.5,6.5,CHIMICHAGUA,CESAR,MAÑANA,SI
7294,7295,LA CARIDAD DEL COBRE,A,26,42.4,43.7,9.1,42.5,3.9,42.1,5.2,43.6,5.4,39.2,8.8,40.0,5.8,45.2,6.0,43.1,6.6,SOLEDAD,ATLANTICO,TARDE,NO
7295,7296,CENTRO EDUCATIVO DISTRITAL NACIONES UNIDAS II,A,68,42.4,43.0,11.0,44.4,4.7,42.0,6.5,42.8,6.3,38.2,7.8,41.6,4.1,45.0,5.8,42.3,7.1,BOGOTÁ D.C.,BOGOTA,TARDE,SI
7296,7297,NACIONAL DE LA PRESENTACION PROMOCION SOCIAL,A,60,42.4,43.8,9.0,43.8,5.2,43.4,7.7,43.3,6.1,39.1,6.9,40.3,6.6,43.5,6.3,42.2,8.0,TAMARA,CASANARE,COMPLETA U ORDINARIA,SI
7297,7298,ANTONIO REYES UMAÑA,A,33,42.4,42.4,10.0,42.8,4.8,42.9,5.6,42.7,7.8,42.1,8.5,40.8,6.0,43.8,6.0,41.9,7.5,IBAGUE,TOLIMA,MAÑANA,SI
7298,7299,HOWARD GARDNER,A,8,42.4,40.4,6.1,42.0,3.7,43.1,7.0,43.9,5.2,40.8,6.9,42.3,7.4,46.9,6.7,40.1,6.6,SANTA MARTA,MAGDALENA,COMPLETA U ORDINARIA,NO
7299,7300,DE BACHILLERATO MUNICIPAL MIXTO LORGIA DE ARCO,A,28,42.4,40.5,8.9,44.3,3.4,44.4,5.5,44.0,6.5,39.2,6.8,38.0,4.8,44.0,4.3,45.1,6.1,MOÑITOS,CORDOBA,MAÑANA,SI
7300,7301,INST. ED. DISTRITAL RURAL QUIBA ALTA,A,28,42.4,41.3,8.5,41.6,5.5,41.8,6.1,44.2,7.2,38.8,6.8,40.3,6.1,46.0,5.1,45.5,8.3,BOGOTÁ D.C.,BOGOTA,MAÑANA,SI
7301,7302,INST. ED. DISTRITAL EL CORAZON DEL SANTUARIO,A,18,42.4,41.9,9.4,42.4,6.6,43.6,7.3,43.3,7.1,37.8,7.0,42.3,5.2,44.2,4.8,43.9,5.6,BARRANQUILLA,ATLANTICO,MAÑANA,SI
7302,7303,INST. DE PROMOCION SOCIAL DEL SUR,A,90,42.4,43.0,10.2,43.2,5.6,42.0,6.1,42.5,6.5,40.1,7.6,40.6,6.9,44.8,6.1,43.1,7.0,VILLANUEVA,LA GUAJIRA,COMPLETA U ORDINARIA,SI
7303,7304,INST. ED. SANTIAGO,A,19,42.4,38.6,10.1,44.0,4.3,43.4,5.6,43.4,5.1,38.0,8.3,42.6,4.3,46.0,5.2,43.5,5.3,SAN SEBASTIAN,CAUCA,COMPLETA U ORDINARIA,SI
7304,7305,INST. TECNOLOGICO CIRO PUPO MARTINEZ,A,23,42.4,41.8,9.0,44.7,4.1,43.5,6.6,44.6,9.0,40.0,6.8,39.0,4.9,44.1,6.2,41.6,8.7,LA PAZ (ROBLES),CESAR,TARDE,SI
7305,7306,ORIENTAL SIGLO XXI,A,11,42.4,39.9,11.8,45.5,3.8,44.8,5.4,40.0,6.9,40.4,8.4,41.7,9.4,45.1,7.4,42.0,7.1,BUCARAMANGA,SANTANDER,MAÑANA,NO
7306,7307,INST. ED. SAGRADO CORAZON DE JESUS,A,32,42.4,41.9,10.9,42.7,5.4,44.4,6.3,44.1,8.7,38.9,8.0,39.7,6.3,45.2,5.9,42.3,8.0,TRUJILLO,VALLE,COMPLETA U ORDINARIA,SI
7307,7308,INST. ED. SANTA ANA DE LOS CABALLEROS,A,87,42.4,42.5,8.3,43.3,4.6,42.5,6.9,43.8,5.6,38.7,8.3,40.3,6.0,44.9,6.3,43.4,6.8,ANSERMANUEVO,VALLE,MAÑANA,SI
7308,7309,OFICIAL MARCO FIDEL SUAREZ,A,37,42.4,41.4,9.0,43.5,5.4,43.7,6.4,44.0,6.2,37.8,8.3,43.2,5.6,43.8,5.3,41.9,4.9,COELLO,TOLIMA,MAÑANA,SI
7309,7310,CORP. EDUCATIVA INST. COLOMBIANO DE ESTUDIOS TECNOLOGICOS CE- ICET,F(1),9,42.4,41.6,3.8,41.8,6.6,41.6,6.3,45.3,4.9,39.0,8.6,37.7,6.4,48.7,6.5,43.8,6.2,CALI,VALLE,NOCHE,NO
7310,7311,INST. SAN FERNANDO FERRINI,F(2),20,42.4,44.3,7.6,45.0,6.9,41.9,5.2,43.7,9.0,39.2,8.7,40.2,6.1,43.6,5.0,41.7,6.0,BARRANCABERMEJA,SANTANDER,NOCHE,NO
7311,7312,BACHILLERATO DE ADULTOS COLSUBSIDIO BAC,F(1),92,42.4,41.9,9.4,43.0,5.8,42.8,7.4,43.7,6.7,37.6,8.3,39.7,6.8,47.8,7.0,43.0,6.9,BOGOTÁ D.C.,BOGOTA,NOCHE,NO
7312,7313,CENTRO EDUCATIVO LICEO MONTESSORY,A,9,42.4,43.2,8.3,43.6,4.9,42.1,4.9,43.6,7.5,40.4,7.3,42.0,10.3,41.9,3.9,42.6,8.9,CERETE,CORDOBA,MAÑANA,NO
7313,7314,CENTRO EDUCATIVO AGROPECUARIO LA CAPILLA,A,28,42.4,42.1,9.1,43.3,3.6,42.2,6.2,43.5,5.6,37.5,7.0,40.7,6.1,44.8,6.5,45.1,5.3,CAJIBIO,CAUCA,COMPLETA U ORDINARIA,SI
7314,7315,LUIS GRANADA MEJIA,A,3,42.4,45.7,5.8,48.0,3.0,37.3,4.5,44.0,4.6,36.0,6.1,39.0,1.0,49.3,5.8,40.0,2.0,PIJAO,QUINDIO,MAÑANA,SI
7315,7316,INST. ED. DISTRITAL ALEXANDER FLEMING,A,64,42.4,43.8,10.3,43.7,5.3,41.9,6.3,42.3,6.0,39.1,8.6,40.1,7.0,45.9,6.9,42.5,7.7,BOGOTÁ D.C.,BOGOTA,MAÑANA,SI
7316,7317,INSTITUTO SER INTERNACIONAL,F(1),70,42.4,43.0,7.1,42.6,5.4,40.8,8.1,44.1,6.0,37.6,8.3,42.0,11.4,47.1,6.8,42.2,6.3,CALI,VALLE,SABATINA - DOMINICAL,NO
7317,7318,INST. CENTRAL DE COLOMBIA PARA ADULTOS,F(2),13,42.4,43.3,6.8,42.8,7.0,45.0,5.4,44.0,5.8,39.1,9.3,42.2,9.9,43.5,7.8,39.4,7.9,CARTAGENA,BOLIVAR,NOCHE,NO
7318,7319,INST. ED. YO REINARE,A,13,42.4,45.0,10.6,47.4,6.1,44.1,5.9,41.3,8.9,35.8,9.1,41.9,6.4,43.2,4.2,40.7,8.8,CUMBAL,NARIÑO,MAÑANA,SI
7319,7320,LICEO JOAQUIN F. VELEZ,A,53,42.4,42.5,9.5,44.2,4.0,42.2,6.7,43.2,6.2,40.2,7.7,40.6,5.7,44.9,5.1,41.7,7.5,MAGANGUE,BOLIVAR,TARDE,SI
7320,7321,AGROPECUARIO VALLE DEL GUAMUES,A,100,42.4,41.4,9.5,43.4,5.5,43.3,5.8,43.5,6.4,38.7,7.9,41.1,5.1,44.4,6.0,43.6,8.3,VILLA GUAMEZ (LA HORMIGA),PUTUMAYO,MAÑANA,SI
7321,7322,NUCLEO ESCOLAR RURAL,A,10,42.4,42.8,13.4,44.4,4.4,41.0,4.5,43.7,6.4,39.1,4.8,40.3,7.3,45.0,8.0,43.0,9.5,ALPUJARRA,TOLIMA,COMPLETA U ORDINARIA,SI
7322,7323,INST. ED. SAN JUAN BOSCO,A,46,42.4,42.1,10.2,44.2,5.3,42.4,6.9,44.8,7.3,38.8,7.0,41.7,8.0,43.5,5.9,41.8,7.0,FUNZA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
7323,7324,INST. ED. EL CRUCERO,A,17,42.4,42.0,6.5,46.0,3.3,41.7,4.6,44.8,5.9,38.9,8.3,40.3,3.9,42.4,3.0,43.2,6.1,SOGAMOSO,BOYACA,MAÑANA,SI
7324,7325,INST. PEDAGÓGICO SOCIAL DE COLOMBIA,F(2),40,42.4,42.7,7.1,43.6,4.5,39.9,7.5,45.0,6.1,38.1,7.3,41.8,7.8,44.8,5.3,43.4,6.4,CAJICA,CUNDINAMARCA,SABATINA - DOMINICAL,NO
7325,7326,DISTRITAL ALFONSO LOPEZ,A,28,42.4,44.7,8.4,41.3,4.8,43.2,5.8,42.9,6.3,41.4,8.9,39.3,5.2,44.1,4.9,42.5,5.8,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,SI
7326,7327,INSTITUCIÓN EDUCATIVA RURAL VILLA NELLY,A,15,42.4,45.5,7.4,42.5,2.8,45.6,4.3,43.7,7.2,36.8,6.6,39.4,6.5,42.1,6.5,43.7,6.6,CAREPA,ANTIOQUIA,TARDE,SI
7327,7328,INST. TECNICO JOSE RUEDA,A,22,42.4,43.1,8.3,45.1,6.5,42.5,6.9,44.6,7.0,37.7,8.9,40.7,5.8,42.7,7.1,43.0,8.6,PALMAR,SANTANDER,COMPLETA U ORDINARIA,SI
7328,7329,INST. ED. EL NIQUIA DARIO LONDOÑO CARDONA,A,45,42.4,42.3,11.2,42.3,4.7,42.9,6.6,43.0,7.0,39.1,8.4,41.2,6.7,45.4,5.2,43.1,6.7,BELLO,ANTIOQUIA,MAÑANA,NO
7329,7330,INST. ED. SANTA ROSA DE LIMA,A,103,42.4,44.0,9.6,43.6,5.0,42.2,6.3,42.3,6.9,38.4,8.1,43.0,10.1,44.5,6.7,41.4,8.4,MEDELLIN,ANTIOQUIA,TARDE,SI
7330,7331,INST. ED. DISTRITAL LA PRESENTACIÓN,A,24,42.4,44.0,11.2,44.6,5.2,42.9,4.9,41.5,6.1,39.7,7.7,38.8,5.6,45.3,6.0,42.4,7.6,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,SI
7331,7332,MUNICIPAL MAMBITA,A,22,42.4,41.0,9.3,45.1,6.0,43.6,4.5,42.6,7.9,39.3,9.0,38.9,5.6,44.4,6.1,44.5,7.5,UBALA,CUNDINAMARCA,MAÑANA,SI
7332,7333,INST. ED. COL. DEPARTAMENTAL,A,39,42.4,41.2,8.3,42.8,4.7,44.1,5.1,43.6,7.4,39.6,8.9,40.5,6.7,44.3,7.5,43.0,7.7,NOCAIMA,CUNDINAMARCA,MAÑANA,SI
7333,7334,INST. ED. DISTRITAL MAGDALENA ORTEGA DE NARIÑO - MEDALLA MILAGROSA,A,51,42.4,43.5,10.2,43.4,5.7,44.1,7.0,43.1,7.3,37.5,8.7,41.0,7.5,44.8,6.2,42.0,8.2,BOGOTÁ D.C.,BOGOTA,NOCHE,SI
7334,7335,INST. ED. JOHN F KENNEDY,A,54,42.4,44.3,9.6,42.8,4.8,41.5,6.8,41.4,6.3,38.7,8.0,42.2,5.5,46.1,6.0,42.2,6.0,SOLEDAD,ATLANTICO,MAÑANA,SI
7335,7336,INST. ED. DEPARTAMENTAL EL TRIGO,A,13,42.4,45.2,8.3,44.8,6.4,40.5,8.9,44.3,6.7,40.5,8.2,38.5,5.7,42.9,6.1,42.5,5.7,GUAYABAL DE SIQUIMA,CUNDINAMARCA,COMPLETA U ORDINARIA,SI
7336,7337,AGROPECUARIO NUESTRA SEÑORA DEL CARMEN,A,23,42.4,41.5,9.5,43.9,5.9,45.2,4.7,43.2,5.5,37.8,9.7,40.4,7.2,46.1,8.3,41.1,8.0,CAJIBIO,CAUCA,COMPLETA U ORDINARIA,SI
7337,7338,INST. ED. VILLA TURBAY,A,37,42.4,46.5,9.0,43.6,4.0,43.2,6.3,42.7,6.6,38.3,9.7,40.0,5.3,43.1,5.6,41.7,7.2,MEDELLIN,ANTIOQUIA,MAÑANA,SI
7338,7339,INST. ED. DEPARTAMENTAL ALFONSO LOPEZ,A,61,42.4,44.2,10.3,44.6,6.8,43.8,6.8,44.2,8.7,37.2,9.4,41.1,7.8,44.1,8.0,40.2,8.8,SAN SEBASTIAN DE BUENAVISTA,MAGDALENA,COMPLETA U ORDINARIA,SI
7339,7340,SAN DIEGO,A,26,42.4,46.2,10.9,42.5,5.1,41.2,7.9,43.6,8.1,38.9,10.3,40.4,7.4,45.5,7.0,40.9,8.7,LIBORINA,ANTIOQUIA,MAÑANA,SI
7340,7341,INST. ED. SANTA TERESA,A,43,42.4,42.3,8.1,45.0,5.4,42.0,6.5,42.8,7.8,40.1,7.9,40.4,6.1,44.8,6.1,41.9,8.4,CERETE,CORDOBA,TARDE,SI
7341,7342,INST. ED. TECNICO AGROPECUARIO,A,29,42.4,42.6,9.3,45.2,5.0,42.4,6.1,42.8,6.1,40.0,8.5,40.0,4.6,45.4,5.0,40.8,8.6,LA PAZ (ROBLES),CESAR,MAÑANA,SI
7342,7343,JUANA VELASQUEZ,A,14,42.4,46.5,8.0,47.1,4.8,41.5,6.7,41.8,4.9,39.1,6.1,37.6,6.2,44.7,6.2,40.9,8.5,SUAZA,HUILA,COMPLETA U ORDINARIA,NO
7343,7344,INSTITUTO WINDSOR,A,10,42.4,43.4,7.3,43.5,5.0,40.8,7.4,43.8,6.1,40.7,4.8,41.3,4.4,42.1,9.1,43.6,7.7,CUCUTA,NORTE SANTANDER,MAÑANA,NO
7344,7345,INST. ED. LA JAGUA,A,5,42.4,42.0,4.9,44.2,4.9,43.0,6.4,43.8,8.0,40.4,7.2,36.2,5.0,46.0,4.0,43.6,5.6,GARZON,HUILA,COMPLETA U ORDINARIA,SI
7345,7346,INST. ED. MANUEL MARIA SANCHEZ,A,38,42.4,43.3,9.2,44.5,5.4,43.2,7.0,43.5,6.7,40.1,6.5,37.6,5.2,44.4,6.3,42.7,9.2,YUMBO,VALLE,COMPLETA U ORDINARIA,SI
7346,7347,INST. ED. JAVIERA LONDOÑO BARRIO SEVILLA,F(2),90,42.4,43.4,7.8,43.5,5.5,42.5,7.0,43.6,6.5,37.8,8.1,41.2,9.0,45.0,5.5,42.1,8.4,MEDELLIN,ANTIOQUIA,TARDE,SI
