codinst,nombre,cod_municipio,municipio,departamento,calendario,naturaleza,jornada,matematica,quimica,fisica,biologia,filosofia,ingles,lenguaje,sociales,de_matematica,de_quimica,de_fisica,de_biologia,de_filosofia,de_ingles,de_lenguaje,de_sociales,evaluados,periodo
083758,COLEGIO UNIDAD PEDAGOGICA,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,53.98,56.17,56.90,50.10,50.66,67.93,55.93,55.22,10.06,10.46,12.12,7.94,11.48,18.71,6.84,9.54,41,20132
083766,COLEGIO MUNICIPAL TECNICO SAN ISIDRO LABRADOR,52506,OSPINA,NARIÑO,A,OFICIAL,TARDE,43.89,45.33,44.72,42.67,39.28,42.89,44.28,46.50,10.92,5.72,9.25,6.71,5.68,5.43,6.76,5.04,18,20132
083774,COLEGIO MUNICIPAL MANUEL BRICEÑO,52693,SAN PABLO,NARIÑO,A,OFICIAL,MAÑANA,46.08,51.08,44.92,44.92,39.67,44.00,46.42,48.75,10.11,5.78,10.23,7.93,5.19,4.05,5.84,8.01,12,20132
083782,COLEGIO MUNICIPAL SANTA TERESITA,52001,PASTO,NARIÑO,A,OFICIAL,TARDE,44.36,43.16,44.14,43.54,37.62,40.09,45.30,43.89,7.84,6.74,8.58,6.12,7.44,5.84,7.00,6.13,76,20132
083790,INSTITUTO AGROINDUSTRIAL LOS PASTOS,52356,IPIALES,NARIÑO,A,OFICIAL,TARDE,42.73,46.79,45.91,44.00,39.55,42.64,47.76,46.64,9.88,8.41,8.22,6.66,7.35,3.59,6.80,7.28,33,20132
083808,INSTITUCION EDUCATIVA JUAN IGNACIO ORTIZ,52019,ALBAN (SAN JOSE),NARIÑO,A,OFICIAL,NOCHE,39.42,43.17,45.58,43.08,33.50,40.00,42.83,42.75,7.01,6.73,6.56,4.44,10.02,3.67,4.41,4.20,12,20132
083816,COLEGIO INSTITUTO EDUCATIVO COLOMBIANO INSECOL,52356,IPIALES,NARIÑO,F,NO OFICIAL,TARDE,42.21,41.79,39.67,42.12,37.09,39.05,43.62,42.34,8.76,6.28,7.79,5.61,7.10,5.64,8.64,5.64,58,20131
083816,COLEGIO INSTITUTO EDUCATIVO COLOMBIANO INSECOL,52356,IPIALES,NARIÑO,F,NO OFICIAL,TARDE,41.79,42.17,40.10,42.75,37.79,41.00,43.85,41.85,7.57,6.47,9.66,7.06,7.51,8.84,6.58,7.05,48,20132
083824,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA INDIGENA DEL RESGUARDO DE MALES,52215,CORDOBA,NARIÑO,A,OFICIAL,COMPLETA U ORDINARIA,39.95,40.65,40.05,40.80,35.10,39.25,42.60,38.20,7.26,6.17,8.14,6.36,5.77,6.64,6.55,6.94,20,20132
083832,CIUDADELA EDUCATIVA SUR ORIENTAL ALFREDO PAZ MENESES,52001,PASTO,NARIÑO,A,OFICIAL,COMPLETA U ORDINARIA,49.23,49.82,50.51,46.93,43.10,46.69,49.43,47.06,9.03,8.94,9.86,6.80,8.92,6.76,6.32,6.95,144,20132
083840,COLEGIO TECNICO AGROPECUARIO ETNOPEDAGOGICO CUMBE,52227,CUMBAL,NARIÑO,A,OFICIAL,COMPLETA U ORDINARIA,40.50,44.95,40.68,41.82,37.55,39.82,45.36,44.09,6.43,3.70,7.86,5.64,5.35,5.34,4.73,6.53,22,20132
083857,INSTITUCION EDUCATIVA SAN JOSE DE CHILLANQUER,52317,GUACHUCAL,NARIÑO,A,OFICIAL,TARDE,45.14,53.00,42.00,44.57,39.57,40.43,48.00,48.71,8.91,8.50,12.21,7.30,5.29,5.29,5.92,4.61,7,20132
083865,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,52788,TANGUA,NARIÑO,A,OFICIAL,MAÑANA,48.36,47.14,49.86,45.21,38.71,40.79,47.57,46.71,7.20,4.80,10.99,5.29,10.82,7.44,6.14,7.90,14,20132
083873,INSTITUTO AGROPECUARIO SAN JUAN BAUTISTA DE LA SALLE,52435,MALLAMA (PIEDRANCHA),NARIÑO,A,OFICIAL,COMPLETA U ORDINARIA,40.58,41.05,40.00,40.37,38.53,39.58,45.21,40.05,8.93,4.53,7.43,5.98,6.08,5.27,4.25,6.22,19,20132
083881,INSTITUCION EDUCATIVA AGROPECUARIA MARISCAL SUCRE,52287,FUNES,NARIÑO,A,OFICIAL,MAÑANA,49.60,45.60,45.40,50.80,42.80,42.80,51.20,50.20,15.34,11.78,14.91,4.60,5.97,5.67,3.70,4.02,5,20132
083899,COLEGIO DEPARTAMENTAL AGROPECUARIO MIGUEL ANGEL RANGEL,52378,LA CRUZ,NARIÑO,A,OFICIAL,TARDE,51.08,45.50,47.42,43.83,35.50,41.83,46.00,45.58,10.79,6.68,4.17,4.67,6.14,6.21,7.16,6.42,12,20132
083907,INSTITUCION EDUCATIVA EL PARAMO,52786,TAMINANGO,NARIÑO,A,OFICIAL,MAÑANA,44.19,44.06,45.06,45.91,39.44,41.75,44.75,42.88,7.84,5.86,10.00,6.98,7.50,3.54,6.89,6.83,32,20132
083931,COLEGIO BRITANICO,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,NOCHE,43.83,42.92,41.07,43.90,37.60,42.03,47.42,42.73,9.74,6.43,7.75,5.20,8.39,8.59,8.68,6.23,286,20131
083931,COLEGIO BRITANICO,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,NOCHE,42.90,41.59,42.30,43.05,36.74,42.62,45.70,41.62,8.39,6.23,9.52,6.59,8.27,7.85,6.47,6.37,372,20132
083964,COLEGIO TRIANGULO PATIO BONITO,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,NOCHE,44.93,41.63,41.35,43.47,37.56,42.81,43.74,41.77,8.75,6.74,11.61,5.81,10.04,5.82,6.49,7.53,43,20132
083964,COLEGIO TRIANGULO PATIO BONITO,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,NOCHE,42.14,41.34,40.36,43.02,37.03,40.62,45.55,41.33,10.09,7.49,6.95,5.84,7.65,8.22,8.18,6.20,58,20131
083980,CORPORACION EDUCATIVA SAN AGUSTIN  - C.E.S.A.,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,NOCHE,43.82,41.18,37.73,38.45,35.18,40.36,47.18,42.45,5.36,5.02,7.42,4.84,9.46,7.45,3.74,6.12,11,20131
084004,COLEGIO ASED LTDA,54001,CUCUTA,NORTE SANTANDER,F,NO OFICIAL,NOCHE,43.86,40.86,39.43,46.57,37.64,39.57,43.14,38.50,8.18,8.55,15.44,7.71,7.55,10.10,7.17,11.99,14,20132
084061,CENTRO EDUCATIVO GONZALO JIMENEZ DE QUESADA,73148,CARMEN DE APICALA,TOLIMA,F,NO OFICIAL,COMPLETA U ORDINARIA,40.77,41.00,42.31,38.85,34.15,37.46,41.92,39.62,8.39,5.79,7.96,5.27,3.98,7.72,5.84,4.48,13,20132
084079,INSTITUTO EDUCATIVA DEPARTAMENTAL HERNAN VENEGAS CARRILLO,25815,TOCAIMA,CUNDINAMARCA,F,OFICIAL,NOCHE,40.95,36.62,37.71,39.76,34.48,38.24,40.33,39.81,5.97,8.07,7.62,5.16,7.99,13.18,4.34,6.86,21,20132
084087,COLEGIO COSMOS,25754,SOACHA,CUNDINAMARCA,A,NO OFICIAL,NOCHE,43.09,41.73,42.91,40.82,36.36,40.45,44.27,43.27,6.86,7.10,11.14,10.21,7.62,5.35,6.72,4.82,11,20132
084111,CENTRO INTEGRAL DE EDUCACION TECNICA CIET,25175,CHIA,CUNDINAMARCA,F,NO OFICIAL,MAÑANA,45.25,42.31,42.81,43.81,41.00,49.81,46.81,43.19,6.94,4.76,9.28,5.54,6.32,11.98,6.53,5.01,16,20132
084111,CENTRO INTEGRAL DE EDUCACION TECNICA CIET,25175,CHIA,CUNDINAMARCA,F,NO OFICIAL,MAÑANA,47.20,40.40,41.60,47.60,38.00,55.80,46.40,47.00,9.58,7.40,7.37,7.96,9.19,18.13,9.61,5.79,5,20131
084145,COLEGIO INDUSTRIAL SIMON BOLIVAR,86001,MOCOA,PUTUMAYO,A,OFICIAL,COMPLETA U ORDINARIA,44.30,49.00,48.59,46.41,38.74,43.30,48.30,46.19,9.81,7.85,9.93,8.26,8.01,5.35,7.28,7.01,27,20132
084160,COLEGIO PRINCIPE DE PAZ,76001,CALI,VALLE,A,NO OFICIAL,COMPLETA U ORDINARIA,38.71,41.64,41.93,43.86,38.07,42.07,42.79,42.64,9.69,7.04,9.03,6.68,8.60,6.18,7.77,4.47,14,20132
084186,INSTITUCION EDUCATIVA ALFREDO POSADA CORREA,76563,PRADERA,VALLE,A,OFICIAL,COMPLETA U ORDINARIA,41.20,41.31,40.72,41.12,36.40,40.48,43.77,39.97,7.74,7.29,9.86,6.91,8.21,4.97,6.69,7.25,184,20132
084194,LICEO LATINO,76001,CALI,VALLE,F,NO OFICIAL,NOCHE,39.57,41.71,37.86,42.57,40.71,37.71,46.71,40.71,7.39,3.68,10.01,8.52,6.16,7.20,4.19,6.05,7,20132
084194,LICEO LATINO,76001,CALI,VALLE,F,NO OFICIAL,NOCHE,39.33,41.17,38.42,42.25,38.25,39.25,40.25,41.75,13.91,5.18,7.49,6.09,8.45,14.94,15.41,9.28,12,20131
084202,CENTRO DE EDUCACION EN TECNOLOGIA CENTEC,76001,CALI,VALLE,A,NO OFICIAL,COMPLETA U ORDINARIA,42.63,43.03,42.67,44.54,40.37,43.03,48.91,45.82,10.16,7.38,10.25,7.49,8.56,6.90,6.61,6.44,67,20132
084228,COLEGIO NUESTRA SEÑORA DE LA SABIDURIA,76109,BUENAVENTURA,VALLE,A,NO OFICIAL,MAÑANA,39.74,41.42,43.05,41.00,36.34,40.87,43.84,40.39,8.16,5.87,7.08,7.93,7.44,6.57,7.10,8.11,38,20132
084236,COLEGIO LAS ORQUIDEAS,76001,CALI,VALLE,A,NO OFICIAL,COMPLETA U ORDINARIA,38.89,38.33,41.11,40.56,30.89,36.89,42.33,38.78,10.62,5.61,9.09,5.43,10.29,9.82,6.28,4.09,9,20132
084277,COLEGIO COMFANDI REGIONAL PALMIRA,76520,PALMIRA,VALLE,F,NO OFICIAL,NOCHE,39.27,38.99,36.01,39.66,33.00,38.59,42.56,40.91,8.13,6.06,9.63,5.88,8.77,6.50,6.84,5.99,99,20132
084277,COLEGIO COMFANDI REGIONAL PALMIRA,76520,PALMIRA,VALLE,F,NO OFICIAL,NOCHE,37.89,37.89,35.78,38.56,34.11,34.33,36.44,40.89,9.08,6.90,8.70,5.88,6.03,5.36,17.81,6.74,9,20131
084285,COLEGIO CIUDAD DE YUMBO COLCY,76892,YUMBO,VALLE,F,NO OFICIAL,NOCHE,40.25,43.00,41.75,39.00,34.25,38.00,38.25,36.75,6.50,6.73,8.06,6.16,8.58,11.17,4.65,7.37,4,20132
084319,LICEO CAMPESTRE LA MISION,76892,YUMBO,VALLE,B,NO OFICIAL,COMPLETA U ORDINARIA,48.50,49.00,46.86,51.41,47.73,56.05,52.05,50.45,10.39,10.02,9.82,8.20,12.56,14.51,11.49,9.36,22,20131
084350,COLEGIO POLITECNICO SUPERIOR DEL VALLE,76001,CALI,VALLE,B,NO OFICIAL,COMPLETA U ORDINARIA,51.50,51.38,45.63,47.13,43.13,51.00,53.75,48.50,9.12,5.26,10.39,8.61,7.59,19.18,8.71,8.05,8,20131
084384,COLEGIO MUNICIPAL ANTONIO HOLGUIN GARCES,76147,CARTAGO,VALLE,F,OFICIAL,TARDE,45.08,44.04,44.16,43.88,40.08,43.46,47.58,44.68,8.01,7.24,8.88,6.56,8.25,7.78,7.12,9.04,120,20132
084392,CONCENTRACION DE DESARROLLO RURAL,76306,GINEBRA,VALLE,A,OFICIAL,COMPLETA U ORDINARIA,40.86,39.45,37.00,41.59,32.59,38.76,42.59,37.93,6.76,6.64,7.42,6.93,9.21,5.85,5.50,7.42,29,20132
084426,CENTRO EDUCATIVO LEONARDO DA VINCI,76001,CALI,VALLE,A,NO OFICIAL,MAÑANA,44.54,45.62,41.54,44.08,40.08,40.92,47.85,44.00,8.62,4.05,7.91,10.72,7.92,4.91,5.16,5.57,13,20132
084442,INSTITUCION EDUCATIVA SALESIANO JESUS ADOLESCENTE,76109,BUENAVENTURA,VALLE,A,OFICIAL,MAÑANA,44.00,46.91,47.31,46.84,41.24,42.09,49.19,45.81,9.81,7.99,9.72,6.86,9.37,6.25,7.17,9.12,58,20132
084459,CENTRO EDUCATIVO PARA JOVENES Y ADULTOS ANTONIO ULCUE,19455,MIRANDA,CAUCA,F,OFICIAL,COMPLETA U ORDINARIA,43.62,38.00,41.31,41.38,33.69,36.38,41.54,38.46,7.05,4.45,7.32,6.46,6.37,5.61,5.04,4.82,13,20132
084475,INTITUCION EDUCATIVA MADRIGAL SAN FRANCISCO DE ASIS,52540,POLICARPA,NARIÑO,A,OFICIAL,TARDE,42.53,43.53,43.89,45.05,38.68,44.16,47.05,46.26,6.30,7.79,6.69,6.02,9.21,4.39,6.47,7.48,19,20132
084491,LICEO TEQUENDAMA,25386,LA MESA,CUNDINAMARCA,F,NO OFICIAL,NOCHE,45.22,39.13,40.96,43.91,37.61,38.57,45.96,42.74,7.87,8.49,6.70,7.56,9.36,6.87,5.94,7.39,23,20132
084517,COLEGIO MIXTO AGROPECUARIO DE PARRAGA,19622,ROSAS,CAUCA,A,OFICIAL,COMPLETA U ORDINARIA,44.50,45.80,45.80,45.40,41.00,40.60,47.90,44.60,7.53,4.87,8.15,6.74,6.11,3.50,2.85,3.69,10,20132
084525,INSTITUTO MIXTO BILINGUE PAULO VI,19001,POPAYAN,CAUCA,F,NO OFICIAL,COMPLETA U ORDINARIA,34.78,43.56,43.22,42.00,38.44,39.67,44.33,41.56,16.45,10.69,11.51,10.21,7.14,16.42,17.92,16.39,9,20132
084533,COLEGIO INTEGRADO CAJETE,19001,POPAYAN,CAUCA,A,OFICIAL,TARDE,43.76,42.82,42.82,43.65,36.32,42.38,46.62,43.09,8.12,5.58,9.49,7.13,9.53,5.27,4.77,7.20,34,20132
084558,INSTITUCION EDUCATIVA AGROPECUARIO LOS ROBLES,19760,SOTARA (PAISPAMBA),CAUCA,A,OFICIAL,COMPLETA U ORDINARIA,48.70,45.60,52.50,44.90,41.80,45.70,49.10,47.50,7.70,7.89,6.29,5.69,7.36,3.27,5.78,6.90,10,20132
084566,COLEGIO AGROPECUARIO MARGARITA LEGARDA,19585,PURACE (COCONUCO),CAUCA,A,OFICIAL,MAÑANA,44.56,43.69,40.31,46.06,36.25,41.06,45.50,44.31,7.74,6.35,12.85,6.84,5.89,4.64,4.68,5.24,16,20132
084582,COLEGIO AGROPECUARIO NUESTRA SEÑORA DEL CARMEN,19100,BOLIVAR,CAUCA,A,OFICIAL,COMPLETA U ORDINARIA,36.67,44.60,42.53,39.07,39.40,38.73,45.20,41.53,8.14,6.40,7.28,8.38,5.59,5.69,6.07,6.19,15,20132
084608,INSTITUTO NUESTRA SEÑORA DE LA ASUNCION,76001,CALI,VALLE,A,NO OFICIAL,COMPLETA U ORDINARIA,62.07,53.48,57.55,52.90,53.97,64.41,55.83,57.03,11.65,8.73,9.67,6.48,7.78,9.46,5.78,6.69,29,20132
084616,INSTITUCION EDUCATIVA LOS COMUNEROS,19001,POPAYAN,CAUCA,F,OFICIAL,NOCHE,38.85,39.22,36.66,40.06,35.97,37.92,43.14,40.58,7.94,6.30,9.04,5.93,7.41,7.62,6.41,6.64,156,20132
084632,COLEGIO DEPARTAMENTAL SAN JOSE DE TELEMBI,52621,ROBERTO PAYAN (SAN JOSE),NARIÑO,A,OFICIAL,MAÑANA,37.81,40.00,36.94,40.00,34.65,37.17,41.19,38.29,7.28,7.51,9.83,5.55,9.24,7.42,5.23,5.13,48,20132
084640,LICEO CARLOS CASTRO SAAVEDRA,76001,CALI,VALLE,B,NO OFICIAL,TARDE,50.67,52.83,42.83,49.33,48.00,52.00,48.00,50.17,12.19,11.86,7.47,7.34,9.47,9.30,10.53,6.97,6,20131
084673,COLEGIO SAN SEBASTIAN,76001,CALI,VALLE,A,NO OFICIAL,MAÑANA,39.79,44.21,39.86,42.07,38.50,41.36,46.07,42.79,6.64,6.02,9.80,8.97,9.45,5.11,4.92,7.87,14,20132
084699,CENTRO DE APLICACION PEDAGOGICA CEDAP,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,COMPLETA U ORDINARIA,48.75,43.00,44.50,46.25,41.50,54.75,46.50,47.75,6.18,4.32,5.20,8.38,9.33,17.02,8.19,6.40,4,20132
084723,CENTRO DE EDUCACION BASICA NO. 211,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,NOCHE,38.58,38.05,36.16,39.05,33.68,37.66,41.49,37.48,7.77,5.14,9.61,5.84,7.11,7.35,6.53,7.30,130,20132
084749,INSTITUTO CENTRAL DE COLOMBIA PARA ADULTOS,13001,CARTAGENA,BOLÍVAR,F,NO OFICIAL,NOCHE,40.80,43.10,41.25,42.05,36.30,41.25,44.00,42.15,8.00,4.84,5.43,6.67,7.60,14.31,9.25,7.83,20,20131
084749,INSTITUTO CENTRAL DE COLOMBIA PARA ADULTOS,13001,CARTAGENA,BOLÍVAR,F,NO OFICIAL,NOCHE,43.43,38.80,39.43,42.33,34.90,44.37,43.03,41.23,8.38,6.57,9.62,7.30,8.74,13.46,6.98,6.62,30,20132
084764,COLEGIO COLOMBIA,17873,VILLAMARIA,CALDAS,A,OFICIAL,COMPLETA U ORDINARIA,41.73,45.87,47.60,44.87,42.53,45.13,47.13,46.13,8.00,8.15,9.38,8.76,7.24,6.60,6.28,8.33,15,20132
084780,COLEGIO LA SANTISIMA TRINIDAD,19698,SANTANDER DE QUILICHAO,CAUCA,F,NO OFICIAL,MAÑANA,37.18,41.71,34.59,38.76,36.29,34.53,44.06,40.65,9.03,6.88,6.84,5.57,8.41,7.32,4.53,7.43,17,20132
084798,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,19780,SUAREZ,CAUCA,A,OFICIAL,TARDE,40.88,39.75,36.56,40.00,31.19,36.38,40.31,36.94,8.79,6.10,8.85,5.07,8.60,6.92,7.25,5.05,16,20132
084806,CENTRO EDUCATIVO NUEVO MILENIO,19698,SANTANDER DE QUILICHAO,CAUCA,F,NO OFICIAL,SABATINA - DOMINICAL,37.89,39.02,37.52,38.68,34.95,38.13,41.74,39.82,7.44,5.81,8.92,5.44,7.10,7.63,6.29,6.31,62,20132
084806,CENTRO EDUCATIVO NUEVO MILENIO,19698,SANTANDER DE QUILICHAO,CAUCA,F,NO OFICIAL,SABATINA - DOMINICAL,37.94,40.17,39.50,40.31,33.44,36.83,41.42,40.56,7.03,4.94,7.37,4.48,7.03,5.34,9.90,5.68,36,20131
084814,INSTITUTO HEGAMAR,25875,VILLETA,CUNDINAMARCA,F,NO OFICIAL,NOCHE,43.13,42.46,36.71,43.13,36.21,39.71,43.29,40.58,9.91,5.31,6.47,5.25,8.75,5.88,12.03,6.83,24,20131
084814,INSTITUTO HEGAMAR,25875,VILLETA,CUNDINAMARCA,F,NO OFICIAL,NOCHE,41.00,41.48,41.24,39.67,34.70,41.24,44.06,39.88,7.23,7.27,8.46,6.32,7.85,3.78,5.99,6.48,33,20132
084830,COLEGIO MADRE LAURA,23807,TIERRALTA,CÓRDOBA,F,OFICIAL,NOCHE,39.71,39.76,37.93,39.17,32.71,37.68,42.73,38.56,7.52,4.86,9.78,5.41,8.40,5.19,6.41,6.31,41,20132
084848,INSTITUCION EDUCATIVA AGUSTIN CODAZZI,41001,NEIVA,HUILA,A,OFICIAL,TARDE,40.00,41.65,43.12,40.71,36.06,41.76,43.18,41.00,6.47,5.67,6.04,6.65,4.83,2.70,6.29,5.34,17,20132
084855,ATENEO AUTONOMO DE COLOMBIA,41132,CAMPOALEGRE,HUILA,F,NO OFICIAL,NOCHE,41.20,38.14,36.27,39.15,32.71,38.75,41.20,39.44,7.54,6.22,9.06,6.59,9.04,5.30,6.45,6.64,91,20132
084863,INSTITUTO TECNICO AGRICOLA SAN ANTONIO  DEL PESCADO,41298,GARZON,HUILA,A,OFICIAL,COMPLETA U ORDINARIA,43.19,44.00,40.31,39.44,40.81,42.50,45.06,42.94,5.49,4.34,7.46,6.63,4.76,4.91,3.91,6.38,16,20132
084947,INEM JOSE CELESTINO MUTIS PROGRAMA HERENCIA DEL SABER,63001,ARMENIA,QUINDÍO,F,OFICIAL,NOCHE,41.62,40.08,38.72,39.94,37.18,38.83,44.56,40.96,9.25,6.10,9.28,7.16,6.80,8.68,5.80,7.69,78,20132
084947,INEM JOSE CELESTINO MUTIS PROGRAMA HERENCIA DEL SABER,63001,ARMENIA,QUINDÍO,F,OFICIAL,NOCHE,42.28,41.37,39.63,43.26,37.17,40.18,44.97,42.60,8.75,5.95,8.23,5.64,7.81,8.09,10.08,6.30,90,20131
084988,COLEGIO LEON DE GREIFF,76001,CALI,VALLE,B,NO OFICIAL,TARDE,53.20,53.61,48.53,47.88,44.36,53.24,52.62,47.45,9.54,6.77,6.19,5.33,8.00,10.90,7.72,5.10,104,20131
084996,COLEGIO JOSE ANTONIO GALAN,86569,PUERTO CAICEDO,PUTUMAYO,A,OFICIAL,NOCHE,35.40,43.60,42.40,38.60,36.20,32.40,43.20,42.00,5.55,8.17,16.04,8.96,2.86,4.22,4.32,7.25,5,20132
085001,COLEGIO DISTRITAL SAGRADO CORAZON  DE JESUS,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,MAÑANA,41.76,44.67,51.00,42.71,42.95,41.38,46.29,42.90,7.60,5.53,10.04,6.37,6.72,6.22,6.76,6.93,21,20132
085035,COLEGIO DE BACHILLERATO TECNICO COMERCIAL EL SANTUARIO,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,MAÑANA,45.38,44.57,45.97,43.65,39.26,41.86,48.01,41.99,8.12,7.43,12.83,8.56,8.56,6.65,7.12,7.39,69,20132
085043,COLEGIO DE BACHILLERATO TECNICO COMERCIAL EL SANTUARIO,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,TARDE,44.13,41.80,44.50,43.10,38.86,41.83,46.44,42.26,7.95,6.77,9.93,6.48,8.21,5.53,6.47,7.82,70,20132
085068,COLEGIO DISTRITAL CALIXTO ALVAREZ,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,TARDE,45.48,46.92,47.60,43.76,38.94,43.79,47.09,41.45,11.04,8.80,13.08,7.59,7.80,6.68,7.11,6.38,95,20132
085076,NUEVO COLEGIO DEL BARRIO MONTES,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,NOCHE,39.05,38.53,35.63,38.95,32.84,37.53,40.16,36.74,6.68,3.89,11.80,6.95,6.35,4.54,4.50,5.17,19,20132
085084,CORPORACION CENTRO REGIONAL DE CAPACITACION SOCIAL COCERCAS,08001,BARRANQUILLA,ATLÁNTICO,A,NO OFICIAL,NOCHE,39.30,38.69,35.98,39.41,33.39,37.09,41.32,36.78,8.46,6.95,10.89,7.10,9.14,7.63,8.47,8.57,111,20132
085092,INSTITUCION DISTRITAL EDUCATIVA SAN MIGUEL ARCANGEL,08001,BARRANQUILLA,ATLÁNTICO,F,OFICIAL,NOCHE,38.28,37.98,33.60,37.79,34.28,36.19,39.07,34.81,5.67,4.86,10.54,4.88,9.01,7.50,5.74,5.58,43,20132
085100,INSTITUTO CULTURAL LAS MALVINAS,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,COMPLETA U ORDINARIA,41.37,38.11,38.58,38.61,36.13,40.03,43.66,39.68,8.29,8.03,7.55,8.04,6.10,4.92,5.96,5.93,38,20132
085126,CENTRO DE EDUCACION BASICA NO. 211,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,COMPLETA U ORDINARIA,41.80,39.71,39.86,41.12,34.47,39.51,43.31,40.00,7.23,6.16,8.71,6.63,6.54,5.85,5.98,7.03,59,20132
085134,COLEGIO DISTRITAL ESTHER DE PELAEZ,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,TARDE,45.18,39.41,38.50,38.68,35.18,40.41,44.23,40.86,7.10,4.85,9.93,4.40,9.67,4.92,5.59,5.56,22,20132
085142,COLEGIO COMUNITARIO DISTRITAL PABLO NERUDA,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,TARDE,43.78,42.66,48.84,42.29,38.53,42.56,46.39,42.29,10.09,5.76,11.31,6.83,8.08,4.82,7.40,6.54,100,20132
085159,COLEGIO CRISTO REY,08001,BARRANQUILLA,ATLÁNTICO,A,NO OFICIAL,MAÑANA,45.00,44.58,43.50,48.50,38.92,43.75,49.08,44.42,7.25,7.53,11.08,5.07,9.36,5.38,4.85,7.76,12,20132
085175,INSTITUTO TECNICO DE ARTES Y OFICIOS CARL ROS,08001,BARRANQUILLA,ATLÁNTICO,F,NO OFICIAL,MAÑANA,39.11,40.11,37.71,39.60,34.74,35.51,39.46,37.57,9.37,8.12,9.93,6.30,6.13,9.02,8.21,9.59,35,20132
085209,COLEGIO DE BACHILLERATO TECNICO DE LA PEÑA,08638,SABANALARGA,ATLÁNTICO,A,OFICIAL,MAÑANA,40.28,41.33,38.83,39.67,36.61,39.75,43.53,40.06,5.66,5.82,10.93,8.13,7.16,6.00,7.27,7.21,36,20132
085217,INSTITUCION EDUCATIVA AGROPECUARIA DE SANTA CRUZ,08421,LURUACO,ATLÁNTICO,A,OFICIAL,MAÑANA,38.69,40.45,40.50,38.00,35.42,38.58,40.83,39.17,8.06,4.54,8.58,5.80,8.67,6.25,5.67,5.44,64,20132
085225,COLEGIO DISTRITAL SAN GABRIEL,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,TARDE,39.66,37.13,37.61,39.45,32.75,38.18,42.43,38.18,7.78,5.98,9.23,5.47,9.16,5.46,5.86,5.87,56,20132
085233,COLEGIO JESUS MAESTRO FUNDACION MARIO SANTO DOMINGO 1 E B NO. 29,08758,SOLEDAD,ATLÁNTICO,A,OFICIAL,MAÑANA,48.66,47.77,47.91,46.16,43.02,46.57,50.00,47.43,10.04,8.15,9.82,6.83,8.24,8.11,7.05,7.25,56,20132
085241,CORPORACION EDUCATIVA BOLIVARIANA,08001,BARRANQUILLA,ATLÁNTICO,F,NO OFICIAL,NOCHE,34.00,32.50,44.50,39.00,36.50,36.50,43.50,46.00,15.56,7.78,3.54,0.00,2.12,9.19,16.26,5.66,2,20131
085266,UNIDAD PEDAGOGICA BOLIVARIANA,08433,MALAMBO,ATLÁNTICO,A,NO OFICIAL,MAÑANA,44.60,46.77,54.81,47.53,42.39,41.32,48.89,46.50,11.75,8.11,11.22,6.76,9.48,5.39,7.88,7.48,62,20132
085290,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE VILLA ROSA,08606,REPELON,ATLÁNTICO,A,OFICIAL,MAÑANA,38.57,43.96,47.29,43.64,35.86,38.68,43.96,39.82,8.00,8.06,8.98,7.34,9.11,6.46,6.00,6.58,28,20132
085332,BACHILLERATO DE ADULTOS COLSUBSIDIO BAC,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,NOCHE,42.36,41.42,41.75,44.28,39.13,41.04,45.10,45.75,9.08,8.09,8.37,6.12,8.48,11.78,10.02,6.21,72,20131
085332,BACHILLERATO DE ADULTOS COLSUBSIDIO BAC,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,NOCHE,43.55,42.78,42.66,44.20,39.93,44.82,46.14,45.05,8.52,7.01,9.82,7.01,8.13,9.10,8.00,7.92,128,20132
